,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
99,1.5007903032756e+18,1.5007903032756e+18,"2022-03-07 12:07:46 Paris, Madrid",2022-03-07,12:07:46,100,326903239.0,ss171179,Suleyman 🇦🇿🇺🇦,,"#PrayForUkraine  #UkrainiansWillResist  #Ukrainian #UkraineRussiaWar  #UkraineWar  @ZelenskyyUa либо у нее последняя стадия ""Z-зомбированной"" болезни, которая считается неизлечимой... либо Иуда в юбке Мария Шукшина - актриса, телеведущая  https://t.co/dRaBMsshyi",ru,zelenskyyua,[],[],2,1,1,"['prayforukraine', 'ukrainianswillresist', 'ukrainian', 'ukrainerussiawar', 'ukrainewar']",[],https://twitter.com/ss171179/status/1500790303275597828,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1500790113693061121/pu/img/DK0YHr-WLP7v-q6t.jpg,,,,,,,[],,,,
105,1.50077576555789e+18,1.50077576555789e+18,"2022-03-07 11:10:00 Paris, Madrid",2022-03-07,11:10:00,100,1.41072611102629e+18,rmannandesigns,Riad Mannan Designs,,'Love Russians Hate Putin' design on  @TeePublic !  https://t.co/qlfEVHA7sy  #SupportUkraine #PuckFutin #PutinWarCrimes #Putin #PutinWarCriminal #PutinIsaWarCriminal #SaveUkraine #UkrainiansWillResist  https://t.co/XOLa5TXgFy,en,teepublic,['http://tee.pub/lic/XsEZbqBUD-8'],"['https://pbs.twimg.com/media/FNMu6O3WQAIlhY9.jpg', 'https://pbs.twimg.com/media/FNMu9L6XEAksg7P.jpg']",0,0,0,"['supportukraine', 'puckfutin', 'putinwarcrimes', 'putin', 'putinwarcriminal', 'putinisawarcriminal', 'saveukraine', 'ukrainianswillresist']",[],https://twitter.com/RMannanDesigns/status/1500775765557886978,False,,1,https://pbs.twimg.com/media/FNMu6O3WQAIlhY9.jpg,,,,,,,[],,,,
120,1.50069879903929e+18,1.50069879903929e+18,"2022-03-07 06:04:09 Paris, Madrid",2022-03-07,06:04:09,100,2903249977.0,dyscerebrum_cat,cat betty 💙💛,,Sunday Bloody Sunday (Remastered 2008)  https://t.co/bJEDTwiUK2 via @YouTube #war #WarCrimes #warukrainerussia #UkraineRussie #UkraineRussianWar #UkrainiansWillResist #Poutine #PoutineAssassin #russieukrainewar #Russie #UkraineWar 💙💛🙏🇺🇦🇪🇺🇺🇸🇺🇳🇫🇷,en,youtube,['https://youtu.be/ryde_5JlkSQ'],[],0,0,0,"['war', 'warcrimes', 'warukrainerussia', 'ukrainerussie', 'ukrainerussianwar', 'ukrainianswillresist', 'poutine', 'poutineassassin', 'russieukrainewar', 'russie', 'ukrainewar']",[],https://twitter.com/dyscerebrum_cat/status/1500698799039291393,False,,0,,,,,,,,[],,,,
125,1.50069517499703e+18,1.50069517499703e+18,"2022-03-07 05:49:45 Paris, Madrid",2022-03-07,05:49:45,100,9.57979502306628e+17,tria_willow,🫂#StandWithUkraine🇺🇦#BelieveWomen #LGBTQ🏳️‍🌈,,"🇺🇦Ukrainian Folk Song🇺🇦 🎶ARMY REMIX🎶 Performance by: ""Andriy Khlyvnyuk x The Kiffness""  https://t.co/LVwaRGKx1f via @YouTube #UkrainianFolkSongs #UkrainianVictory #UkrainiansWillResist #UkraineRussianWar",en,youtube,['https://youtu.be/lu8m5FA2nL8'],[],0,0,0,"['ukrainianfolksongs', 'ukrainianvictory', 'ukrainianswillresist', 'ukrainerussianwar']",[],https://twitter.com/tria_willow/status/1500695174997028868,False,,0,,,,,,,,[],,,,
128,1.50069403131098e+18,1.50069403131098e+18,"2022-03-07 05:45:13 Paris, Madrid",2022-03-07,05:45:13,100,2903249977.0,dyscerebrum_cat,cat betty 💙💛,,#StandWithUkraine • L'hymne ukrainien par l'Orchestre national de Lyon &amp;...  https://t.co/ik0xvft316 via @YouTube #UkraineRussia #UkrainiansWillResist #Ukraine️ #UkraineArmy #UkraineAppeal #PoutineAssassin #PoutineCriminel  https://t.co/w10t4fP91F,fr,youtube,['https://youtu.be/r8-SNTe8mSM'],['https://pbs.twimg.com/media/FNOIbzgXEAISlxg.png'],0,1,0,"['standwithukraine', 'ukrainerussia', 'ukrainianswillresist', 'ukraine️', 'ukrainearmy', 'ukraineappeal', 'poutineassassin', 'poutinecriminel']",[],https://twitter.com/dyscerebrum_cat/status/1500694031310983169,False,,1,https://pbs.twimg.com/media/FNOIbzgXEAISlxg.png,,,,,,,[],,,,
137,1.50063926067168e+18,1.50063926067168e+18,"2022-03-07 02:07:34 Paris, Madrid",2022-03-07,02:07:34,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,"#Putin loses another helicopter and its crew. This is nothing, Putin has many to spare. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist @CNNPolitics #RussianUkrainianWar",en,nytimeskremlinrussia_ecnnpolitics,[],[],0,1,2,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500639260671684615,False,https://twitter.com/HamdiCelikbas/status/1500637244918575105,0,,,,,,,,[],,,,
140,1.50062819612703e+18,1.50062819612703e+18,"2022-03-07 01:23:36 Paris, Madrid",2022-03-07,01:23:36,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,At some point a line must be drawn to restore humanity to ppl! No one man should be a threat to humanity. These ppl did nothing wrong! #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist @CNNPolitics @StateDept,en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],0,0,0,"['kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500628196127031299,False,https://twitter.com/newsukraineru/status/1500622324357337090,0,,,,,,,,[],,,,
143,1.50062586438352e+18,1.50062586438352e+18,"2022-03-07 01:14:21 Paris, Madrid",2022-03-07,01:14:21,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,This is ridiculous that all these ppl have to go through for the sake of one puppet! #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist @CNNPolitics #RussianUkrainianWar @StateDept,en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],0,0,0,"['kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500625864383516673,False,https://twitter.com/newsukraineru/status/1500622324357337090,0,,,,,,,,[],,,,
145,1.50061479906707e+18,1.50061479906707e+18,"2022-03-07 00:30:22 Paris, Madrid",2022-03-07,00:30:22,100,299780605.0,claireparisjazz,ClaireParisJazz ن,,📣😡😫😥🙏                    Slava Ukraini !  💙 💛 @ZelenskyyUa  #Ukraine #Україна 🇺🇦 I #BelieveInUkraine  #UkraineWillResist #UkrainiansWillResist #PrayForUkraine #StandWithUkraine  #UkraineRussie #génocide  https://t.co/dNXE7GykNh,und,zelenskyyua,[],['https://pbs.twimg.com/media/FNNBMn8XwAYiduR.jpg'],0,0,0,"['ukraine', 'україна', 'believeinukraine', 'ukrainewillresist', 'ukrainianswillresist', 'prayforukraine', 'standwithukraine', 'ukrainerussie', 'génocide']",[],https://twitter.com/claireparisjazz/status/1500614799067074564,False,https://twitter.com/armedforcesukr/status/1500493473731993602,1,https://pbs.twimg.com/media/FNNBMn8XwAYiduR.jpg,,,,,,,[],,,,
160,1.50059779560199e+18,1.50059779560199e+18,"2022-03-06 23:22:48 Paris, Madrid",2022-03-06,23:22:48,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Lavrov is an underdog soldier&amp;never be anything else.He names Two cities that aren't taken by #Putin. They're included into Lavrov's theory to please his master. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E  #UkrainiansWillResist @CNNPolitics @StateDept  https://t.co/ksuFHUS3nu,en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],['https://pbs.twimg.com/media/FNMw88UXIAAoRo5.png'],0,0,0,"['lavrov', 'putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500597795601985540,False,https://twitter.com/VolumePrintcess/status/1500587760150716420,1,https://pbs.twimg.com/media/FNMw88UXIAAoRo5.png,,,,,,,[],,,,
165,1.50059438551543e+18,1.50059438551543e+18,"2022-03-06 23:09:15 Paris, Madrid",2022-03-06,23:09:15,100,1.41072611102629e+18,rmannandesigns,Riad Mannan Designs,,'Love Russians Hate Putin' design on @TeePublic!  https://t.co/qlfEVHA7sy  #SupportUkraine #PuckFutin #PutinWarCrimes #Putin #PutinWarCriminal #PutinIsaWarCriminal #SaveUkraine #UkrainiansWillResist  https://t.co/w7FI3l7EwI,en,teepublic,['http://tee.pub/lic/XsEZbqBUD-8'],"['https://pbs.twimg.com/media/FNMt7ldWUAIsoh0.jpg', 'https://pbs.twimg.com/media/FNMuiWHX0AIAm9t.jpg']",0,0,0,"['supportukraine', 'puckfutin', 'putinwarcrimes', 'putin', 'putinwarcriminal', 'putinisawarcriminal', 'saveukraine', 'ukrainianswillresist']",[],https://twitter.com/RMannanDesigns/status/1500594385515429894,False,,1,https://pbs.twimg.com/media/FNMt7ldWUAIsoh0.jpg,,,,,,,[],,,,
167,1.50058619443808e+18,1.50058619443808e+18,"2022-03-06 22:36:42 Paris, Madrid",2022-03-06,22:36:42,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,"#Putin is imprisoning, torturing&amp; killing Ukrainians &amp;Russian discrimination free! A typical dictatorial trait #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar @StateDept",en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],0,0,1,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500586194438078472,False,https://twitter.com/HannaLiubakova/status/1500583450088247297,0,,,,,,,,[],,,,
168,1.50058316042537e+18,1.50058316042537e+18,"2022-03-06 22:24:39 Paris, Madrid",2022-03-06,22:24:39,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin's tacit threats are intended for a message! He has done opposite to what he had said time and again!#Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar @StateDept,en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],1,0,1,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500583160425369605,False,https://twitter.com/AmericanEvents_/status/1500571244684587009,0,,,,,,,,[],,,,
169,1.50058284401975e+18,1.50058284401975e+18,"2022-03-06 22:23:24 Paris, Madrid",2022-03-06,22:23:24,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,"#Putin is unidirectional all the way to escalation, this time with AWACS.The amount of resolve from KGB guy cannot be underestmatd. He is dead set. #Kyivunderattack #Kyiv @nytimes #UkraineRussianWar @KremlinRussia_E #Ukraine #Russia #UkrainiansWillResist @CNNPolitics @StateDept",en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],0,0,1,"['putin', 'kyivunderattack', 'kyiv', 'ukrainerussianwar', 'ukraine', 'russia', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500582844019748866,False,https://twitter.com/teframendos/status/1500572659192635392,0,,,,,,,,[],,,,
170,1.50058156736169e+18,1.50058156736169e+18,"2022-03-06 22:18:19 Paris, Madrid",2022-03-06,22:18:19,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin's tacit threats are intended for a message! He has done opposite to he had said time and again! #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar @StateDept,en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],1,1,0,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500581567361687561,False,https://twitter.com/AmericanEvents_/status/1500571244684587009,0,,,,,,,,[],,,,
171,1.5005805124229e+18,1.5005805124229e+18,"2022-03-06 22:14:08 Paris, Madrid",2022-03-06,22:14:08,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,Russian tanks burning coming from Lugansk direction.  #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500580512422895618,False,https://twitter.com/TpyxaNews/status/1500571710021677066,0,,,,,,,,[],,,,
173,1.50057806103257e+18,1.50057806103257e+18,"2022-03-06 22:04:23 Paris, Madrid",2022-03-06,22:04:23,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin doubles down with two AWACS to supports his fighter jets in the sky&amp;the ground vehicles marching to #Kyiv. He is dead set! #Kyivunderattack #KyivNow  @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #UkrainiansWillResist  @CNNPolitics @StateDept,en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],0,1,1,"['putin', 'kyiv', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500578061032566784,False,https://twitter.com/teframendos/status/1500572659192635392,0,,,,,,,,[],,,,
174,1.50057784002204e+18,1.50057784002204e+18,"2022-03-06 22:03:31 Paris, Madrid",2022-03-06,22:03:31,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin doubles down with two AWACS to supports his fighter jets in the sky&amp;the ground vehicles marching to #Kyiv. He is dead set! #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,1,"['putin', 'kyiv', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500577840022044673,False,https://twitter.com/teframendos/status/1500572659192635392,0,,,,,,,,[],,,,
177,1.50056993528163e+18,1.50056993528163e+18,"2022-03-06 21:32:06 Paris, Madrid",2022-03-06,21:32:06,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,If you want to know how a place looks like when visited by #Putin scan the following picture:obliterated family!😈#Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar @StateDept,en,nytimeskremlinrussia_ecnnpoliticsstatedept,[],[],0,0,0,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500569935281631233,False,https://twitter.com/HairedBastard/status/1500569056000180224,0,,,,,,,,[],,,,
178,1.50056543410973e+18,1.50056543410973e+18,"2022-03-06 21:14:13 Paris, Madrid",2022-03-06,21:14:13,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,😏who is diabolic here? Iran cannot say it. They are siding with #Putin.🤣#Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500565434109730819,False,https://twitter.com/FranceNews24/status/1500563510824157193,0,,,,,,,,[],,,,
179,1.50055877047217e+18,1.50055877047217e+18,"2022-03-06 20:47:44 Paris, Madrid",2022-03-06,20:47:44,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Russian army doesnt want to fight for #Putin so theyre leaving behind vehicles for Ukr.They realized Putin's promises were a lie&amp;dont wanna die #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics,en,nytimeskremlinrussia_ecnnpolitics,[],[],1,0,4,"['russian', 'putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500558770472169478,False,https://twitter.com/micpbfernandes/status/1500547242721263618,0,,,,,,,,[],,,,
181,1.50055288510029e+18,1.50055288510029e+18,"2022-03-06 20:24:21 Paris, Madrid",2022-03-06,20:24:21,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,Two Russian tanks were targeted by Ukr Special Forces KORD with RPGs.The tanks were surprized&amp;did not have time to respond. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500552885100294157,False,https://twitter.com/ProObjektiv/status/1500546993529266182,0,,,,,,,,[],,,,
183,1.50054947238806e+18,1.50054947238806e+18,"2022-03-06 20:10:47 Paris, Madrid",2022-03-06,20:10:47,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,Two #Russian tanks RPGed easily by a #Ukrainian boy. They're on fire now&amp; soon will be towed by farmers as a war trophy.#Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],2,0,2,"['russian', 'ukrainian', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500549472388059141,False,https://twitter.com/ProObjektiv/status/1500546993529266182,0,,,,,,,,[],,,,
